歷史巨輪：新的領袖和奇蹟,ㄌ,Through the Ages: New Leaders and Wonders,中,2-4,D1,9,3,120,4.06,https://boardgamegeek.com/boardgame/280833/through-ages-new-leaders-and-wonders,巴仔,,750,100,策略,重策,,,紅色,v,,,超燒腦,24張新領袖、16張新奇蹟，涵蓋歐洲以外文明。幾乎不新增規則卻從根本上改變每局走勢，隨機混搭模式讓老手也無法照本宣科。對基本版中強弱失衡卡牌進行調整，縮小新老手差距。被玩家譽為「一旦加入就再也回不去」的必備擴充。,
歷史巨輪,ㄌ,Through the Ages,中,2-4,D1,8.4,3,120,4.42,https://boardgamegeek.com/boardgame/182028/through-ages-new-story-civilization,巴仔,,750,100,策略,重策,,,紅色,v,,,超燒腦,重度文明建構卡牌遊戲，從上古時代一路發展至現代。管理人口、食物、資源、科學與文化，透過領袖與奇觀強化文明，軍事互動可掠奪對手��最終文化分最高者勝出。,
神秘谷,ㄕ,Mystic Vale,英,2-4,D2,7.3,2,45,2.28,https://boardgamegeek.com/boardgame/194607/mystic-vale,烏嘎嘎,,,,策略,輕策,牌庫構築,,黃色,v,,,超燒腦,獨特卡牌建構遊戲，玩家直接在現有卡牌上插入增強效果，而非抽換整副牌組。2-4人爭奪自然之力，在不超載的前提下最大化每張牌的能力組合。,
侍,ㄕ,Samurai,中,2-4,D2,7.4,3,30-60,2.5,https://boardgamegeek.com/boardgame/3/samurai,烏嘎嘎,,,,策略,輕策,區域控制,,黃色,,https://youtu.be/0BLHijENpME?si=5e4du7U2vvtqCInI,逸馬的桌遊小教室,超燒腦,中世紀日本主題板塊放置遊戲，在版圖上爭奪武士、農民、僧侶三種圖像人物的控制權。最多獲得某種圖像的玩家取得該類勝點，需在三條路線上平衡布局。,
南極危機,ㄋ,Antarctica,英,2-4,D3,6.3,4,45-90,2.77,https://boardgamegeek.com/boardgame/182074/antarctica,烏嘎嘎,,,,策略,中策,,,紅色,,,,超燒腦,南極洲科學研究主題策略遊戲，玩家競爭建立研究站。需協調資源運輸、人員調度與天候應對，在極端惡劣環境中完成最多研究任務者勝出。,
影子陣,ㄧ,Shadow Blocks,英,2-4,D5,6.4,N/A,20-25,1,https://boardgamegeek.com/boardgame/262443/shadow-blocks,烏嘎嘎,,590,100,抽象,幾何,,,綠色,,,,動腦,依三面投影反推立體結構的即時解���。從哪面切入是核心考驗——正面鎖定底層卻卡側面細節，側面拆解又迷失整體輪廓。眼看別人快完成自己得砍掉重練的瞬間壓力最高，先解出者得分、落後者面臨繼續硬解或轉攻下一張的取捨。適合空間推理愛好者。,
拉密：旅行版,ㄌ,Rummikub Travel ,中,2-4,D5,6.4,4,60,1.73,https://boardgamegeek.com/boardgame/811/rummikub,烏嘎嘎,,,,抽象,牌類,,,綠色,,https://youtu.be/qIo7k0OQFLY?si=N5Eo99NYuud50EYG,勃根地桌遊,動腦,經典骨牌拼湊遊戲，將數字牌排成順子或同數組合放到桌上，或重新拼接已有的牌組延伸出牌。第一個出完所有手牌者獲勝，規則簡單、老少咸宜的派對經典。,
格格不入,ㄍ,Blokus,日,2-4,D5,6.9,4,20,1.79,https://boardgamegeek.com/boardgame/2453/blokus,烏嘎嘎,,,,抽象,棋類,,,綠色,,,,動腦,《格格不入》以極簡規則創造無限策略深度。核心限制：新放板塊必須與自己舊板塊角碰角，但絕不能邊貼邊相鄰。每一步需兼顧自家路線延展、對手切入縫隙與手中剩餘板塊出場順序。曾獲Mensa Select認證，規則五分鐘上手，思維深度幾乎沒有上限，是老少咸宜的抽象策略經典。,
拉密變臉版,ㄌ,Rummikub Twist,中,2-4,D5,7.2,N/A,N/A,2,https://boardgamegeek.com/boardgame/237792/rummikub-twist,烏嘎嘎,v,,,抽象,牌類,,,綠色,,https://youtu.be/ZGTYoGuUzvw?si=wCxki76jzSJbbltu,逸馬的桌遊小教室,動腦,經典拉密遊戲大變身！百萬人喜愛的玩法加入三種全新鬼牌：雙重鬼牌、變色鬼牌與鏡像鬼牌，創造全新策略。高品質可堆疊板塊，數字色彩明亮清晰，適合新手與老手。,
烏邦果立體版,ㄨ,Ubongo 3-D,英,2-4,D5,7.2,4,30,2.01,https://boardgamegeek.com/boardgame/46396/ubongo-3-d,烏嘎嘎,,,,抽象,幾何,拼圖,,綠色,,,,動腦,烏邦果系列最強進化！所有謎題需將積木疊出兩層高度填滿凹槽，三維咬合關係讓解題難度質變。骰子決定必須使用的積木組合後所有人同時開始，率先完成者優先挑選寶石。雙面謎題卡四種難度分級，不同程度玩家可同桌競速。,
跳跳棋,ㄊ,Skippity,中,2-4,D5,6.3,2,30,2,https://boardgamegeek.com/boardgame/85563/skippity,烏嘎嘎,,890,100,抽象,,,,綠色,v,https://youtu.be/2Qfsh9sccOQ?si=4JbCb-syF5_izNF1,勃根地桌遊,動腦,榮獲2011年美國Parents' Choice Silver Honor的抽象策略遊戲。10×10版圖上百顆五色棋子隨機鋪滿，輪流跳躍吃子。核心在於集齊各色而非多吃即贏。有時故意放棄長連跳只為搶下對手急需的顏色，才是決定性的一手。規則極簡無門檻。,
大格鬥隨機UNO版 ,ㄉ,Blokus Shuffle UNO Edition,中,2-4,D5,6.6,N/A,30-45,N/A,https://boardgamegeek.com/boardgame/342097/blokus-shuffle-uno-edition,烏嘎嘎,v,,,抽象,,,,綠色,,,,動腦,《大格鬥隨機UNO版》把經典空間博弈與UNO牌卡合體。玩家仍要設法將方塊以角對角鋪滿版圖，但每回合多了一張UNO主題行動卡可打出。手中握著傳送卡時必須決定現在出掉搶占遠角，還是留到對手封死出路時救急。方塊的選擇同樣牽動長線佈局。適合想帶小學生動腦的家庭或聚會暖場。,
蘇丹尼亞,ㄙ,Sultaniya,英,2-4,E1,6.7,4,45,2,https://boardgamegeek.com/boardgame/145012/sultaniya,烏嘎嘎,,,,策略,輕策,,,黃色,,,,超燒腦,阿拉伯主題建築遊戲，玩家選取板塊拼建宮殿，包含宣禮塔、城門和圓頂。板塊組合帶來不同的得分效果，建出最壯觀宮殿的玩家勝出，美觀與策略兼具。,
山谷原人,ㄕ,Sapiens,英,2-4,E1,6.6,2-4,45,2.65,https://boardgamegeek.com/boardgame/169649/sapiens,烏嘎嘎,,,,策略,輕策,板塊拼放,,黃色,,,,超燒腦,史前人類遷徙主題板塊遊戲，玩家引導氏族穿越山谷採集食物、探索洞穴、壯大部族。以多格板塊連通地形，是規則精簡、30分鐘內完成的輕量策略遊戲。,
大西部之路：北方鐵路,ㄉ,Great Western Trail: Rails to the North,英,2-4,E1,8.5,3,75-150,3.8,https://boardgamegeek.com/boardgame/245744/great-western-trail-rails-north,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,《大西部之路》擴充，新增北方鐵路系統，加入多種鐵路競爭行動與得分機會，讓鐵路部分的策略深度大幅提升，可與基本遊戲靈活搭配使用。,
糖果獵人,ㄊ,Candy Chaser,英,2-4,E2,5.9,N/A,10,1.25,https://boardgamegeek.com/boardgame/150605/candy-chaser,烏嘎嘎,,,,派對,,,,黃色,,,,動腦,玩家走私非法糖果的吹牛遊戲。擲骰抬高你的糖果價格以求獲勝，但若被人發現走私什麼就會被抓。當任一糖果漲到最高價，所有人可指控一名對手。被抓的玩家出局，剩下中糖果價格最高者獲勝。,
奇獸競技場,ㄑ,Monster Arena,中,2-4,E2,7.1,N/A,15,2,https://boardgamegeek.com/boardgame/283455/monster-arena,烏嘎嘎,,290,50,小品,,,,綠色,v,,,動腦,"玩家扮演魔法學院的學員，在奇獸飼育學的成果驗收中，要讓自己的奇獸在決鬥中勝出。
在三回合的決鬥中，如何搭配自己奇獸的出場順序，並且猜測對手的奇獸組合，以獲取高分來贏得勝利。

祝各位同學好運！",
托斯卡尼城堡,ㄆ,The Castles of Tuscany,英,2-4,E2,7.3,3,45-60,2.19,https://boardgamegeek.com/boardgame/300327/castles-tuscany,烏嘎嘎,,,,策略,輕策,板塊拼放,,黃色,,,,超燒腦,《托斯卡尼城堡》將時空拉回15世紀義大利托斯卡尼，玩家化身王公貴族興建城鎮、開採大理石。核心圍繞「打牌取板塊、放板塊觸發效益」的循環，每個顏色板塊放下時結算對應區域引發短鏈連鎖獎勵。三片可任意組合的玩家版圖讓每場開局都像重新規劃新莊園。規則優雅、決策密度高、節奏輕快。,
活在當下,ㄏ,Carpe Diem,中,2-4,E2,7.6,3,45-75,2.52,https://boardgamegeek.com/boardgame/245934/carpe-diem,烏嘎嘎,,,,策略,中策,板塊拼放,,黃色,,,,超燒腦,《勝利當前》帶玩家進入古羅馬盛世，化身貴族興建行政區。魅力核心在「取磚」動作——中央場地板塊環形排列，玩家依序移動棋子選取，位置掌控與對手動向預判讓每輪充滿博弈。板塊拼入城區後相鄰建築搭配觸發額外收益。多組隨機得分卡確保每局目標組合不同，重玩價值極高。,
布魯日,ㄅ,Bruges,中,2-4,E2,7.5,3-4,60,2.75,https://boardgamegeek.com/boardgame/136888/bruges,烏嘎嘎,,,,策略,中策,手牌管理,,黃色,,https://youtu.be/e8Ea6uaNGkY?si=UGR_Gcbn7vYOpzIL,逸馬的桌遊小教室,超燒腦,15世紀比利時港口城市主題策略遊戲，玩家扮演商人招募重要人物。卡牌可作為資源使用或招募為城市居��提供能力，骰子決定各類資源供需，充滿隨機應變的樂趣。,
勃根地城堡,ㄅ,The Castles of Burgundy,中,2-4,E2,8.1,2,30-90,3.03,https://boardgamegeek.com/boardgame/84876/castles-burgundy,烏嘎嘎,,750,100,策略,中策,板塊拼放,,黃色,v,https://www.youtube.com/watch?v=EanZOe4F5LY,烏嘎嘎桌遊,超燒腦,中世紀勃根地主題策略遊戲，以骰子驅動從供應區取得並放置六角板塊到個人領地。不同板塊帶來不同效果，完成特定區域的板塊連結可觸發即時得分，骰子運用與組合規劃是核心。,
梅林,ㄇ,Merlin,英,2-4,E2,7.2,3,75,3.13,https://boardgamegeek.com/boardgame/230933/merlin,烏嘎嘎,,250,50,策略,中策,,,紅色,v,https://www.youtube.com/live/jMsBiNW4uk0?si=AdtmMtlQ8iEjQCyw,烏嘎嘎桌遊,超燒腦,《梅林》以亞瑟王傳說為舞台，玩家扮演圓桌武士角逐王座。核心機制是「行動輪盤＋骰子移動」——擲骰後依點數移動騎士或共用角色梅林，落點決定可執行行動。梅林是所有人都能移動的共用棋子，如何搶先利用同時防止對手借力是博弈核心。得分途徑多元，雙人對局節奏緊湊。,
梅林：亞瑟,ㄇ,Merlin: Arthur Expansion,英,2-4,E2,7.9,N/A,75,3.36,https://boardgamegeek.com/boardgame/261247/merlin-arthur-expansion,烏嘎嘎,,,,策略,中策,,,紅色,,https://www.youtube.com/live/jMsBiNW4uk0?si=AdtmMtlQ8iEjQCyw,烏嘎嘎桌遊,超燒腦,亞瑟王加入尋找王位繼承者的行列！本擴充新增亞瑟王專屬輪盤，覆蓋在梅林基礎版輪盤上方，亞瑟王可順或逆時針獨立移動。新行動格、新獎勵、皮克特人與亞瑟王之戒等新元素同步登場。,
圖拉真廣場,ㄊ,Forum Trajanum,英,2-4,E2,7.3,3,60-120,3.49,https://boardgamegeek.com/boardgame/244049/forum-trajanum,烏嘎嘎,,,,策略,重策,,,紅色,,,,超燒腦,《圖拉真廣場》是Stefan Feld代表作之一，背景為羅馬帝國全盛時期。每輪取得的板塊有限，要優先填滿自己城邦格局還是撥出資源支援廣場建設？板塊傳遞機制讓捨棄的那塊可能正是下家最需要的。「給什麼、留什麼、何時給」的三方拉扯在精簡回合流程中持續製造決策張力。,
圖拉真,ㄊ,Trajan,英,2-4,E2,7.8,4,60-120,3.68,https://boardgamegeek.com/boardgame/102680/trajan,烏嘎嘎,,1650,200,策略,重策,,,紅色,v,https://www.youtube.com/watch?v=w5BtXJ3TsNI,烏嘎嘎桌遊,超燒腦,《圖拉真》以古羅馬權貴視角在政治、貿易、軍事、建築、元老院與廣場六大舞台佈局。核心是源自播棋概念的「行動環」機制：選取碗槽將彩色標記逐一分配，最後一枚落點觸發對應行動。六大行動環環相扣，得分路線多元。入圍Deutscher Spielepreis，是Stefan Feld公認代表作。,
波拉波拉島,ㄅ,Bora Bora,英,2-4,E2,7.6,4,60-120,3.74,https://boardgamegeek.com/boardgame/127060/bora-bora,烏嘎嘎,,,,策略,重策,,,紅色,,https://www.youtube.com/watch?v=mzlHnWtgDrc,XIAN在玩桌遊,超燒腦,玻里尼西亞島嶼主題骰子工人放置遊戲，在島嶼間建造小屋、發現職業、完成任務。骰子點數越小越優先但位置限制越多，需靈活調配骰子用途，兼顧多方得分路線。,
神來之筆,ㄕ,Final Touch,中,2-4,E3,6.2,2,15-30,1.17,https://boardgamegeek.com/boardgame/192701/final-touch,烏嘎嘎,,,,小品,,,,綠色,,,,,藝術偽造主題競速遊戲，所有玩家同時複製同一幅大師名畫，輪流添加細節，添加與原版最相符的筆觸才能得分。考驗觀察力與手速，每場都有不同的作品主題。,
文獻室,ㄨ,Biblios,中,2-4,E3,7.2,3,30,1.68,https://boardgamegeek.com/boardgame/34219/biblios,烏嘎嘎,,,,策略,輕策,,,綠色,,https://youtu.be/DMaqpVPwUvk?si=1eMNKnX6U6NsZISV,逸馬的桌遊小教室,,中世紀修道院抄書主題骰子競標遊戲，玩家競標取得工人和資源建立最豐富的圖書館。骰子競標讓每次取得資源都是博弈，需在工人數量和資源種類之間精打細算。,
完美時刻,ㄨ,The Picture Perfect,中,2-4,E3,7.1,4,50-90,1.84,https://boardgamegeek.com/boardgame/299963/picture-perfect,烏嘎嘎,,1090,150,小品,,,,綠色,v,,,,《完美時刻》把「幫難搞賓客拍攝完美合照」包裝成心理角力推理遊戲。十四位賓客各藏三個小心願鎖在密封信封裡。每回合透過競標偷看信封內容後，立刻面臨兩難：現在就把賓客移到正確位置？還是繼續蒐集線索？情報交換的談判桌上每次協商都是關於信任與欺騙的微型心理戰。,
龍城對壘,ㄌ,Dragon Castle,中,2-4,E3,7.2,2,30-45,1.97,https://boardgamegeek.com/boardgame/232219/dragon-castle,烏嘎嘎,,1650,200,策略,輕策,,,綠色,v,,,,《龍城對壘》脫胎自麻將接龍的古典樂趣，改造為多人競逐的建城對決。每回合從中央牌山取走一對相同板塊擺放到個人版圖拼出城堡。同色板塊聚集成規模可翻面合併得分，聖祠封鎖周遭空間讓立即兌現與留白擴建的拉扯從不停歇。東方宮廷美術風格精緻，曾入圍多項國際獎項。,
迷霧島：金幣與榮耀,ㄇ,Ocracoke: Gold and Glory,中,2-4,E3,6.6,N/A,15-30,2,https://boardgamegeek.com/boardgame/182877/ocracoke-gold-and-glory,烏嘎嘎,,,,小品,,,,綠色,,,,,傳說奧克拉科克島是海盜天堂，黑鬍子最神祕的藏身處。慶祝最後一次掠奪豐收的派對上，海軍突然襲擊！扮演海軍為國家榮耀而戰，收集寶藏將黑鬍子繩之以法；或扮演海盜拼命收集金幣逃離混亂。率先收集五枚金幣者立即獲勝。,
神奈川學院,ㄕ,Kanagawa,中,2-4,E3,7.2,4,45,2.04,https://boardgamegeek.com/boardgame/200147/kanagawa,烏嘎嘎,,,,策略,,,,綠色,,,,,北齋門下繪畫學院主題草稿遊戲，玩家選取教學板塊擴展自己的畫室，同時創作含有特定主題的畫作。每次取牌需決定是立即使用還是等待更好的時機，策略與美感兼具。,
星雲谷,ㄒ,Via Nebula,英,2-4,E3,7.2,3-4,45-60,2.23,https://boardgamegeek.com/boardgame/191231/nebula ,烏嘎嘎,,,,策略,,,,黃色,,,,,合作資源開發遊戲，玩家蒐集資源、開闢霧中道路、幫助定居者建造建築。可與其他玩家臨時合作共享資源，但最終還是個人競爭，得分最高者勝出。,
兔子王國,ㄊ,Bunny Kingdom,中,2-4,E3,7.5,4,40-60,2.27,https://boardgamegeek.com/boardgame/184921/bunny-kingdom,烏嘎嘎,,1700,200,策略,,,,黃色,v,,,,草稿卡牌遊戲，玩家選牌在100格大地圖上建立兔子領地和城市，採集資源提升城市等級。選牌、佔地、建城三線並行，領地越廣、城市越多，得分越高。,
髒小豬擴充-小豬選美,ㄗ,Drecksau: Sauschön,中,2-4,E4,5.7,3-4,15,1,https://boardgamegeek.com/boardgame/191685/drecksau-sauschon,烏嘎嘎,,,,小品,,,,綠色,,,,,髒小豬擴充！讓玩家決定如何參加小豬遊行，是要精心打扮盛裝出席選美比賽，還是傳統風格在泥巴中打滾？簡單有趣的卡牌擴充，增添更多歡樂選擇。,
鈕鈕相扣,ㄋ,Flix Mix,中,2-4,E4,6.3,3-4,20,1.12,https://boardgamegeek.com/boardgame/14039/flix-mix,烏嘎嘎,,490,50,小品,,,,綠色,v,https://www.youtube.com/watch?v=lh6tmAoYS4M,新天鵝堡桌遊,,"每個人都有一副鈕釦牌，誰能用最短的時間，將手上的鈕釦依照桌面上相同的顏色「扣」完，就可獲得勝利。很刺激喔！

一個快速又充滿挑戰性的遊戲，在遊戲過程中，目標的鈕釦顏色將會讓你專注萬分，變化多端的顏色組合，清晰的觀察力與判斷力將是致勝關鍵！",
瘋狂地下城,ㄈ,Dungeon Mayhem,中,2-4,E4,7,4,10,1.12,https://boardgamegeek.com/boardgame/260300/dungeon-mayhem,烏嘎嘎,,,,小品,,,,綠色,v,https://youtu.be/JYc71FSnm8I?si=4UZXgK0wPg7XLCZU,勃根地桌遊,,D&D主題快節奏卡牌對戰遊戲，玩家選用四種英雄角色互相攻擊。每張牌帶來攻擊、防禦或回復效果，最後一位存活的英雄獲勝，規則簡單、節奏刺激。,
三千世界鴉殺盡,ㄙ,Crows Overkill,中,2-4,E4,6.5,4,15,1.17,https://boardgamegeek.com/boardgame/175023/crows-overkill,烏嘎嘎,,550,100,小品,,,,綠色,v,https://youtu.be/Za8Jp4i1EOs?si=hamaklXPOnymtqza,勃根地桌遊,,《三千世界鴉殺盡》靈感源自幕末志士的古老小調，玩家扮演紅燈區座客驅趕或消滅眼前鳥兒只求多留片刻。核心是短線解圍與留手等待時機的���鋸——強力換房卡可翻轉局面但出手太早讓他人坐收漁利。典型互害式聚會卡牌，主打笑聲多於勝負，適合暖場或收尾。,
情書,ㄑ,Love Letter,中,2-4,E4,7.3,4,20,1.2,https://boardgamegeek.com/boardgame/129622/love-letter,烏嘎嘎,,450,50,小品,,,,綠色,v,https://youtu.be/It6Kt1T0dD4?si=TKc-QzIsSEJfYWd5,勃根地桌遊,,"贏取公主芳心！

在一個古老的王國中有位美麗動人、溫柔又善良的公主，全國上下都深愛著她。
不少年輕人不可自拔地陷入對公主的迷戀，可是公主深居簡出，難以一親芳澤。他們只能將滿腔的熱情化作一紙情書，託人帶進皇宮，期盼能交到公主的手上、打動她的芳心。",
情書六人版,ㄑ,Love Letter,中,2-4,E4,7.3,4,20,1.2,https://boardgamegeek.com/boardgame/129622/love-letter,烏嘎嘎,v,450,50,小品,,,,綠色,v,https://www.youtube.com/watch?v=1Q3JHouSlGs,XIAN在玩桌遊,,"贏取公主芳心！

在一個古老的王國中有位美麗動人、溫柔又善良的公主，全國上下都深愛著她。
不少年輕人不可自拔地陷入對公主的迷戀，可是公主深居簡出，難以一親芳澤。他們只能將滿腔的熱情化作一紙情書，託人帶進皇宮，期盼能交到公主的手上、打動她的芳心。",
歡迎來到地下城,ㄏ,Welcome to the Dungeon,中,2-4,E4,6.7,3,30,1.21,https://boardgamegeek.com/boardgame/150312/welcome-dungeon,烏嘎嘎,,,,小品,,,,綠色,,https://youtu.be/WTd1DbWW68c?si=Q8rtplxdX0tCMJMa,勃根地桌遊,,《歡迎來到地下城》核心精神是「推你去送死」——玩家一邊強化地城難度一邊互相施壓逼退對手，最後不敢退縮的人必須獨自面對眾人打造的地下城。抽到怪物牌時是蓋進地城還是拆走英雄裝備？每個選擇都暗示意圖，也構成下位玩家判斷的線索。規則極簡但心理博弈層次豐富。,
歡迎回到地下城,ㄏ,Welcome Back to the Dungeon,英,2-4,E4,7,3-4,30,1.24,https://boardgamegeek.com/boardgame/195043/welcome-back-dungeon,烏嘎嘎,,590,100,小品,,,,綠色,v,,,,《歡迎回到地下城》延續前作精神新增生命值追蹤板、四位全新英雄與特殊怪物。每輪可將怪物加入地下城、移除英雄裝備或認慫退出競標。退太早錯失勝機，撐太晚可能以破爛裝備獨闖怪物群。新增角色各有截然不同的裝備組合，選角本身已是策略考量。可獨立遊玩或與前作合併。,
亡者神抽,ㄨ,Dead Man's Draw,中,2-4,E4,6.9,N/A,10-15,1.33,https://boardgamegeek.com/boardgame/149155/dead-mans-draw,烏嘎嘎,,590,100,小品,,,,綠色,v,https://youtu.be/kVElVpJlQEs?si=ftnJnf_vW_MkWx16,勃根地桌遊,,"在遊戲中，身為海盜的你，試試手氣，看看能否掠奪最多��寶藏？！
當心！貪婪可能使你一無所獲！當你一張一張地翻開寶藏，試著搜刮最多的寶藏時，如果抽到的都是不同花色的寶藏，便能增加你的財富；一旦出現兩件相同花色的寶藏，就會引發爆炸！你的回合結束，眼前的寶藏全數沉入大海，消失無蹤！夥伴！如果是你，你會怎麼做？再抽一張吧！",
動物反抗軍,ㄉ,ARGH,中,2-4,E4,7.1,4,5-15,1.33,https://boardgamegeek.com/boardgame/214204/argh,烏嘎嘎,,,,小品,,,,綠色,,,,,極簡化的虛張聲勢推理遊戲，動物對抗人類的陣營博弈。玩家以少量牌卡互相試探、唬弄，在最少資訊中找出對方陣營和手牌虛實。,
瘋魔口袋,ㄈ,Pocket Madness,中,2-4,E4,6,3,30,1.36,https://boardgamegeek.com/boardgame/201920/pocket-madness,烏嘎嘎,,,,小品,,,,綠色,,https://youtu.be/EFBZYNLMeCg?si=IZMPm71dn4oT3T1K,勃根地桌遊,,克蘇魯主題快節奏卡牌遊戲，玩家召喚神話生物、利用神明力量組合得分，但瘋狂度過高會受到懲罰。規則精簡，適合喜歡主題氛圍的輕量派對遊戲。,
七不思議,ㄑ,Seven7s,中,2-4,E4,6.4,N/A,20-30,1.4,https://boardgamegeek.com/boardgame/172662/seven7s,烏嘎嘎,,450,50,小品,,,,綠色,v,https://youtu.be/buIMvVeZ91M?si=QDVMHyXQVHHCWweL,勃根地桌遊,,2-4人快節奏小牌遊戲，目標是手牌總值最高。當���定條件達成時遊戲結束，可在10分鐘內完成。出牌策略和觸發結束時機的判斷是關鍵。,
摺摺稱奇, ㄓ,Origami,中,2-4,E4,6.7,3-4,15-30,1.67,https://boardgamegeek.com/boardgame/234469/origami,烏嘎嘎,,490,50,小品,,,,綠色,v,https://www.youtube.com/watch?v=21QokUmM4-4,新天鵝堡桌遊,,"偉大的摺紙大師用神奇魔力，將摺紙動物帶到真實世界中。
眾多出色的挑戰者為了爭奪大師的頭銜將進行挑戰！你在摺紙藝術上的造詣可否感動評審，贏得「最佳摺紙藝術家」的頭銜？

「摺摺稱奇」是一款適合所有玩家、步調快速且有趣的紙牌遊戲！
你不需要摺任何紙，除了製作起始玩家指示物！",
城邦開拓,ㄔ,Emporion,中,2-4,E4,7,4,30-45,2,https://boardgamegeek.com/boardgame/187587/emporion,烏嘎嘎,,,,策略,,,,綠色,,,,,古希臘福西亞人急欲拓展版圖，航行至伊比利半島建立永久貿易據點。玩家購買��片放入遊戲區，改良軍隊、建造壯觀建築、貿易商品、探索新土地、舉辦文化活動。當有玩家放置第15張卡片或牌庫耗盡時遊戲結束，以聲望點數決勝。,
聖光之城,ㄕ,Capital Lux,中,2-4,E4,7.1,3,30,2.04,https://boardgamegeek.com/boardgame/205046/capital-lux,烏嘎嘎,,,,策略,,,,綠色,,,,,出牌目的地決定你的收益的卡牌博弈遊戲。選擇放入本城得分，或放入首都啟動特殊能力，但首都中最高值的牌反而讓對手受益，充滿心機的取捨設計。,
喔 我的好貨,ㄛ,Oh My Goods,中,2-4,E4,7,2,30,2.29,https://boardgamegeek.com/boardgame/183840/oh-my-goods,烏嘎嘎,,450,50,策略,,,,黃色,v,,,,《喔 ! 我的好貨 !》帶你走入中世紀工匠世界，化身製作木桶、玻璃窗等商品的手藝人。核心張力在每輪的選擇：現在就安排生產還是再等關鍵牌翻出？每張卡同時身兼原料、藍圖與生產觸發多重角色。終局條件為完成八棟建築，引擎還沒發動遊戲就結束的危機感正是本作最獨特的設計之一。,
神殿之謎,ㄕ,Mystery of the Temples,中,2-4,E4,6.6,4,20-40,2.38,https://boardgamegeek.com/boardgame/234691/mystery-temples,烏嘎嘎,,550,100,策略,,,,黃色,v,https://youtu.be/x915dpln9_A?si=E4SrKPNB55Hjs3vZ,逸馬的桌遊小教室,,《神殿之謎》以奇幻魔法學院為舞台，��家收集五彩魔晶石排列融合以破除黑魔法詛咒。核心在魔晶盤排列機制：每回合在「現在破咒兌換分數」與「繼續打磨晶石以解鎖更高價值詛咒」之間拉鋸。雙重輪盤讓每一步同時牽動晶石選擇與搶奪神殿先機。率先破除五座詛咒觸發終局。,
曠世發明,ㄎ,Innovation,英,2-4,E4,7.2,2,45-60,2.72,https://boardgamegeek.com/boardgame/63888/innovation,烏嘎嘎,,690,100,策略,,,,黃色,v,,,,《曠世發明二版》是純卡牌文明策略遊戲的里程碑，從石器時代一路推進至網際網路。每回合僅有兩個行動的嚴苛預算下，抽牌、打牌、啟動教條、宣示成就四個選項製造真實決策張力。疊牌展開機制是深度設計——展開方向產生意想不到的連鎖效果。曾獲金極客最佳卡牌遊戲獎。,
工讀生別裝了！,ㄍ,Why You Lying,中,2-4,E4,7.2,N/A,30-45,N/A,https://boardgamegeek.com/boardgame/319742/why-you-lying,烏嘎嘎,,350,50,小品,,,,綠色,v,https://youtu.be/zKgvWQn-2qA?si=CFyNDzBwouH8erAT,勃根地桌遊,,《工讀生別裝了！》以經典吹牛骰玩法為基礎改良的派對小品。每位玩家擁有動物牌組與會偽裝成任意動物的工讀生牌。每輪宣告手牌中某動物擁有特定腳數或翅膀數，後續玩家可加碼或挑戰。工讀生牌像不定時炸彈——你以為算得很準��對手手裡那張可能搖身一變湊出新腳數。,
五年五百億大亂鬥,ㄨ,Fight for 50- Billion,中,2-4,E4,N/A,N/A,N/A,N/A,https://boardgamegeek.com/boardgame/267027/fight-50-billion,烏嘎嘎,,,,小品,,,,綠色,,,,,英雄能力卡牌遊戲。開局每人選3張英雄卡作為能力，每回合可執行兩個動作：抽3張牌、拿2張公共牌、出1張牌、完成1張目標卡、治療任意單位。分為單位卡（依數量決定能力等級）與魔法卡（使用後棄掉）。回合結束時每張完成的目標卡賺1億，率先達到50億者獲勝。,
貪心農夫 ,ㄊ,Greedy Farmers,中,2-4,E4,N/A,N/A,N/A,N/A,N/A,烏嘎嘎,,390,50,小品,,,,綠色,v,https://www.youtube.com/watch?v=HD8IcuzTXVQ,新天鵝堡桌遊,,農場裡種了很多農作物也養了很多家禽，因為農場裡總是會有許多的害蟲來偷吃作物，所以農場主人就宣佈：「誰能用最快速度採收作物和抓到害蟲，就可以來跟我領取獎賞！」，獲得最多獎賞的人贏得遊戲！,
英雄總是最後一個到,ㄧ,Top Hero,中,2-4,E4,N/A,N/A,N/A,N/A,N/A,烏嘎嘎,,490,50,小品,,,,綠色,v,https://www.youtube.com/watch?v=eaTYGBJUbjA,新天鵝堡桌遊,,"各路好漢齊聚，大家施展看家本領、互相較勁、爭取英雄寶座！

究竟是巫師的偷天換日比較厲害，還是騎士的積極攻擊比較實際？巡林者的���查行動，能破解刺客的陰狠計劃嗎？
有道是：長江後浪推前浪，前浪死在沙灘上。

真正的英雄，通常不是來得早的傢伙，因為，歷史都是「後人」寫的……",
降妖伏怪,ㄒ,Yokai Conquest,中,2-4,E4,N/A,N/A,N/A,N/A,N/A,烏嘎嘎,,290,50,小品,合作,,,綠色,v,https://www.youtube.com/watch?v=flC_aqCi-vY,新天鵝堡桌遊,,"妖怪大亂啦！
這些日本妖怪相互混雜在一起，為了降伏妖怪，你們必須將它們按照種類安置在一起。

這是一款合作遊戲，玩家在遊戲中可以進行有限度的資訊溝通，透過團隊合作並運用記憶，才能降伏所有的妖怪。",
